Wavelength (nm),Absorbance,"Energy, eV",Direct transition,Indirect transition
718.5,0.002,1.7258176757132915,1.191378659921771e-05,0.05875062000886955
719.0,0.002,1.7246175243393602,1.1897222421033695e-05,0.058730188563282514
719.5,0.002,1.7234190410006949,1.188069276353502e-05,0.05870977841894304
720.0,0.002,1.7222222222222223,1.18641975308642e-05,0.058689389538863365
720.5,0.002,1.7210270645385148,1.1847736627496231e-05,0.05866902188614559
721.0,0.002,1.7198335644937586,1.1831309958237229e-05,0.058648675423981375
721.5,0.002,1.7186417186417187,1.1814917428223044e-05,0.058628350115651706
722.0,0.002,1.7174515235457064,1.1798558942917872e-05,0.05860804592452655
722.5,0.002,1.7162629757785468,1.178223440811293e-05,0.05858776281406462
723.0,0.002,1.7150760719225449,1.1765943729925065e-05,0.05856750074781311
723.5,0.002,1.713890808569454,1.1749686814795428e-05,0.0585472596894074
724.0,0.002,1.712707182320442,1.1733463569488112e-05,0.058527039602570746
724.5,0.002,1.7115251897860593,1.1717273901088825e-05,0.058506840451114074
725.0,0.002,1.710344827586207,1.1701117717003568e-05,0.058486662198935696
725.5,0.002,1.7091660923501033,1.1684994924957288e-05,0.05846650481002098
726.0,0.002,1.7079889807162534,1.1668905432992585e-05,0.05844636824844215
726.5,0.002,1.7068134893324156,1.1652849149468385e-05,0.058426252478357976
727.0,0.002,1.7056396148555708,1.1636825983058641e-05,0.058406157464013515
727.5,0.002,1.70446735395189,1.162083584275103e-05,0.05838608316973986
728.0,0.002,1.7032967032967032,1.160487863784567e-05,0.05836602955995385
728.5,0.002,1.702127659574468,1.1588954277953826e-05,0.058345996599157825
729.0,0.002,1.700960219478738,1.1573062672996629e-05,0.05832598425193934
729.5,0.002,1.6997943797121315,1.1557203733203801e-05,0.058305992482970935
730.0,0.002,1.6986301369863013,1.1541377369112403e-05,0.05828602125700984
730.5,0.002,1.6974674880219027,1.1525583491565556e-05,0.05826607053889773
731.0,0.002,1.6963064295485637,1.1509822011711186e-05,0.05824614029356046
731.5,0.002,1.695146958304853,1.149409284100078e-05,0.058226230486007814
732.0,0.002,1.6939890710382515,1.1478395891188154e-05,0.058206341081333254
732.5,0.002,1.6928327645051195,1.1462731074328182e-05,0.05818647204471362
